redcap_data_access_group_e,redcap_data_access_group_unlabelled,dag_id_e,place_name,postcode,country,lon,lat,ccg,tds_mean,postcode_start,city,imd_average_postcodes_new,all_people,ccg_name,updated_all_age_mid_2018,multiplication_factor,scotland_average_imd_rank,average_imd_rank,wales_average_imd_rank,wimd15
Medway NHSFT,medway_nhsft,RPA02,Medway Maritime Hospital,ME7 5NY,England,0.542076051235199,51.379859924316406,E38000104,0.39101485180883244,ME7,Medway,13904.973744706595,277855,NHS Medway CCG,277855,1.052780145874775,NA,73,NA,20.37208584
The Royal Marsden NHST,the_royal_marsden,RPY01,The Royal Marsden Hospital (London),SW3 6JJ,England,-0.17255078256130219,51.490562438964844,E38000202,3.6833235765625165,SW3,Kensington and Chelsea,16902.72077979619,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,16.07952645
The Royal Marsden NHST,the_royal_marsden,RPY02,The Royal Marsden Hospital (Surrey),SM2 5PT,England,-0.19110026955604553,51.34347915649414,E38000179,0.7854452208359743,SM2,Sutton,20158.11244099798,204525,NHS Sutton CCG,204525,1.0756208387239279,NA,161,NA,16.07952645
Mid and South Essex University Hospitals Group,mid_and_south_esseb,RQ8L0,Broomfield Hospital,CM1 7ET,England,0.46673330664634705,51.77461242675781,E38000106,-1.2402368144672706,CM1,Chelmsford,20366.327294161445,393065.00000000006,NHS Mid Essex CCG,393065,1.0425491283025174,NA,160,NA,19.98992083
BirminghamWomens Childrens Hospital,birminghamwomens_c,RQ301,Birmingham Children's Hospital,B4 6NH,England,-1.8937397003173828,52.48489761352539,E38000220,1.6044457153363676,B4,Birmingham,11080.681511230106,1179020,NHS Birmingham and Solihull CCG,1179020,1.0540412723018924,NA,20,NA,24.48887247
Chelsea & Westminster Hospital,chelsea__westminst,RQM01,Chelsea And Westminster Hospital,SW10 9NH,England,-0.1816297024488449,51.484310150146484,E38000202,3.6833235765625165,SW10,Kensington and Chelsea,16902.72077979619,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,19.88733045
The Princess Alexandra Hospital,the_princess_alexa,RQWG0,Princess Alexandra Hospital,CM20 1QX,England,0.08547129482030869,51.77153015136719,E38000197,-0.6309830884721978,CM20,Harlow,19791.474051191526,306910,NHS West Essex CCG,306910,1.0729393174524378,NA,148,NA,19.46649994
Homerton University Hospital,homerton_universit,RQXM1,Homerton University Hospital,E9 6SR,England,-0.04608435556292534,51.55063247680664,E38000035,4.703750131040954,E9,Hackney,14048.93409174312,288371,NHS City and Hackney CCG,288371,1.1369078830649135,NA,9,NA,25.09779396
Gateshead Health NHSFT,gateshead_health_n,RR7EN,Queen Elizabeth Hospital,NE9 6SX,England,-1.5807654857635498,54.93938446044922,E38000212,1.6444674032131783,NE9,Gateshead,11562.254756871036,502704,NHS Newcastle Gateshead CCG,502704,1.046447581241114,NA,55,NA,24.97474457
The Leeds Teaching Hospitals NHST,the_leeds_teaching,RR801,Leeds General Infirmary,LS1 3EX,England,-1.552119255065918,53.80146026611328,E38000225,1.0219069128551697,LS1,Leeds,13247.011868043448,789194.0000000001,NHS Leeds CCG,789194,1.05017931162964,NA,67,NA,NA
The Leeds Teaching Hospitals NHST,the_leeds_teaching,RR813,St James's Hospital,LS9 7TF,England,-1.5203437805175781,53.8068733215332,E38000225,1.0219069128551697,LS9,Leeds,13247.011868043448,789194.0000000001,NHS Leeds CCG,789194,1.05017931162964,NA,67,NA,24.59874564
Royal Albert Edward Infirmary,royal_albert_edwar,RRF02,Royal Albert Edward Infirmary,WN1 2NN,England,-2.6290764808654785,53.557743072509766,E38000205,0.3090795813707732,WN1,Wigan,12319.212774372158,326088,NHS Wigan Borough CCG,326088,1.025921113484705,NA,72,NA,23.63575769
Cambridge and Peterborough NHS Foundation Trust,cambridge_and_pete,RT113,Fulbourn Hospital,CB21 5EF,England,0.18831537663936615,52.18449020385742,E38000026,-0.732581452258259,CB21,Cambridge,20399.11658448095,889111.9999999999,NHS Cambridgeshire and Peterborough CCG,889112,1.0599177445312034,NA,143,NA,NA
Royal Brompton and Harefield NHFT,royal_brompton_and,RT301,Harefield Hospital,UB9 6JH,England,-0.4827539324760437,51.60673141479492,E38000082,1.670894113985834,UB9,South Buckinghamshire,16408.8142044907,304824,NHS Hillingdon CCG,304824,1.112756264236902,NA,108,NA,NA
Royal Brompton and Harefield NHFT,royal_brompton_and,RT302,Royal Brompton Hospital,SW3 6NP,England,-0.1708405464887619,51.489742279052734,E38000202,3.6833235765625165,SW3,Kensington and Chelsea,16902.72077979619,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,16.07952645
The Newcastle upon Tyne Hospitals NHSFT,the_newcastle_upon,RTD02,The Royal Victoria Infirmary,NE1 4LP,England,-1.6188395023345947,54.98021697998047,E38000212,1.6444674032131783,NE1,Newcastle,11562.254756871036,502704,NHS Newcastle Gateshead CCG,502704,1.046447581241114,NA,55,NA,24.31408387
Gloucester Royal Hospital,gloucester_royal_h,RTE03,Gloucestershire Royal Hospital,GL1 3NN,England,-2.232058525085449,51.86638259887695,E38000062,-1.2405148320495687,GL1,Gloucester,20023.890195388136,633558,NHS Gloucestershire CCG,633558,1.0612646235074976,NA,154,NA,17.44789039
Northumbria Healthcare NHS Trust,northumbria_health,RTF86,Northumbria Specialist Emergency Care Hospital,NE23 6NZ,England,-1.5696691274642944,55.07406997680664,E38000130,-1.0911583822434996,NE23,Northumberland,16652.272830046477,320274,NHS Northumberland CCG,320274,1.0134355183717898,NA,93,NA,22.5620786
Northumbria Healthcare NHS Trust,northumbria_health,RTFED,Wansbeck General Hospital,NE63 9JJ,England,-1.5465863943099976,55.18431091308594,E38000130,-1.0911583822434996,NE63,Northumberland,16652.272830046477,320274,NHS Northumberland CCG,320274,1.0134355183717898,NA,93,NA,NA
Northumbria Healthcare NHS Trust,northumbria_health,RTFFS,North Tyneside General Hospital,NE29 8NH,England,-1.4673244953155518,55.02524185180664,E38000127,0.2366436957366364,NE29,North Tyneside,14507.718213538032,205985,NHS North Tyneside CCG,205985,1.0258166044989816,NA,91,NA,NA
University Hospitals of Derby and Burton NHFT,university_hospitaj,RTG02,Burton Hospital,DE13 0RB,England,-1.6563690900802612,52.817779541015625,E38000053,-0.7475058894814636,DE13,East Staffordshire,17141.81754300945,128417.99999999999,NHS East Staffordshire CCG,128418,1.0439808792924037,NA,119,NA,20.91356598
Oxford University Hospitals NHSFT,oxford_university,RTH08,John Radcliffe Hospital,OX3 9DU,England,-1.2197920083999634,51.76387405395508,E38000136,-1.0971447800110636,OX3,Oxford,22969.782424142843,672414,NHS Oxfordshire CCG,672414,1.0498070293764987,NA,178,NA,16.15375626
Ashford and St Peters Hospital NHSFT,ashford_and_st_pet,RTK01,St Peter's Hospital,KT16 0PZ,England,-0.5270460247993469,51.37783432006836,E38000128,-1.122346406059017,KT16,Runnymede,23914.534108832806,348734,NHS North West Surrey CCG,348734,1.0394208185795868,NA,174,NA,15.00594629
Surrey and Sussex Healthcare NHST,surrey_and_sussex,RTP04,East Surrey Hospital,RH1 5RH,England,-0.1619950234889984,51.21919250488281,E38000054,-1.3390071082933352,RH1,Reigate and Banstead,24088.137776571195,186016.00000000003,NHS East Surrey CCG,186016,1.0708545374997123,NA,170,NA,16.89117069
Gloucestershire Health and Care NHS Foundation Trust,gloucestershire_he,RTQ01,Charlton Lane Hospital,GL53 9DZ,England,-2.0736736,51.8810587,E38000062,-1.2405148320495687,GL53,Tewkesbury,20023.890195388136,633558,NHS Gloucestershire CCG,633558,1.0612646235074976,NA,154,NA,NA
South Tees Hospital NHS Foundation Trust,south_tees_hospita,RTRAT,The James Cook University Hospital,TS4 3BW,England,-1.2147899866104126,54.5517578125,E38000162,1.5977367186306726,TS4,Middlesbrough,9324.290838169536,277263,NHS South Tees CCG,277263,1.0134289024778043,NA,26,NA,23.49531851
University Hospitals Of Morecambe Bay,university_hospital,RTX02,Royal Lancaster Infirmary,LA1 4RP,England,-2.7992172241210938,54.04273223876953,E38000228,-1.1585224555982556,LA1,Lancaster,16389.042569391568,330572,NHS Morecambe Bay CCG,330572,2.1050044255958635,NA,99,NA,21.30684468
University Hospitals Of Morecambe Bay,university_hospital,RTXBU,Furness General Hospital,LA14 4LF,England,-3.2078845500946045,54.13640213012695,E38000228,-1.1585224555982556,LA14,Barrow-in-Furness,16389.042569391568,330572,NHS Morecambe Bay CCG,330572,2.1050044255958635,NA,99,NA,21.30684468
University Hospitals Of Morecambe Bay,university_hospital,RTXBW,Westmorland General Hospital,LA9 7RG,England,-2.732536792755127,54.30670928955078,E38000228,-1.1585224555982556,LA9,South Lakeland,16389.042569391568,330572,NHS Morecambe Bay CCG,330572,2.1050044255958635,NA,99,NA,21.30684468
Southmead Hospital,southmead_hospital,RVJ01,Southmead Hospital,BS10 5NB,England,-2.5910003185272217,51.49481201171875,E38000222,-0.29553926527199337,BS10,Bristol,17490.317487720662,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.40167347
Epsom & St Helier NHSFT,epsom__st_helier_n,RVR05,St Helier Hospital,SM5 1AA,England,-0.18362735211849213,51.380313873291016,E38000179,0.7854452208359743,SM5,Sutton,20158.11244099798,204525,NHS Sutton CCG,204525,1.0756208387239279,NA,161,NA,16.39157391
East Kent Hospitals NHSFT,east_kent_hospital,RVV01,William Harvey Hospital (Ashford),TN24 0LZ,England,0.9162230491638184,51.14148712158203,E38000002,-0.39039041968852745,TN24,Ashford,15518.462574326688,129281,NHS Ashford CCG,129281,1.0960103767506528,NA,109,NA,20.0538634
East Kent Hospitals NHSFT,east_kent_hospital,RVV09,Queen Elizabeth The Queen Mother Hospital,CT9 4AN,England,1.3893986940383911,51.3780517578125,E38000184,0.8362759957351174,CT9,Kent,10709.07911576498,141819,NHS Thanet CCG,141819,1.0568837285558852,NA,28,NA,20.0538634
East Kent Hospitals NHSFT,east_kent_hospital,RVVKC,Kent And Canterbury Hospital,CT1 3NG,England,1.0870975255966187,51.26658630371094,E38000029,-0.6330512901976478,CT1,Kent,18176.514700588024,213598,NHS Canterbury and Coastal CCG,213598,1.0772815533980582,NA,123,NA,20.0538634
University Hospital of North Tees,university_hospitac,RVWAE,University Hospital Of North Tees,TS19 8PE,England,-1.3475654125213623,54.58285903930664,E38000075,1.3477134232942412,TS19,Stockton-on-Tees,10645.315312738368,290455,NHS Hartlepool and Stockton-on-Tees CCG,290455,1.0240341562132014,NA,64,NA,26.54376712
Southport and Ormskirk Hospital NHS Trust,southport_and_orms,RVY01,Southport And Formby District General Hospital,PR8 6PN,England,-2.9788076877593994,53.63356018066406,E38000170,-1.2378004546666668,PR8,Sefton,18240.736428395972,116158.99999999999,NHS Southport and Formby CCG,116159,1.0169225920543483,NA,107,NA,26.20636532
Merseycare NHS Foundation Trust,merseycare_nhs_fou,RW404,Ashworth Hospital,L31 1HW,England,-2.9153599739074707,53.518672943115234,E38000161,0.7064193132689106,L31,Sefton,9906.12668762715,159237,NHS South Sefton CCG,159237,0.997950665563661,NA,37,NA,NA
Fairfield General Hospital,fairfield_general,RW601,Fairfield General Hospital,BL9 7TD,England,-2.255607843399048,53.600425720214844,E38000024,-0.2032971343743102,BL9,Bury,13134.957027122226,190108.00000000003,NHS Bury CCG,190108,1.0272776396844268,NA,80,NA,27.70268959
The Royal Oldham Hospital,the_royal_oldham_h,RW603,Royal Oldham Hospital,OL1 2JH,England,-2.1218161582946777,53.553253173828125,E38000135,1.8082607020549422,OL1,Oldham,9508.521052631579,235622.99999999997,NHS Oldham CCG,235623,1.0476929438809766,NA,24,NA,27.70268959
Hull University Teaching Hospitals,hull_university_te,RWA01,Hull Royal Infirmary,HU3 2JZ,England,-0.35816898941993713,53.74443435668945,E38000085,2.552530733456664,HU3,Kingston upon Hull,7480.3724027092185,260645.00000000003,NHS Hull CCG,260645,1.0165323744374157,NA,8,NA,NA
Hull University Teaching Hospitals,hull_university_te,RWA16,Castle Hill Hospital,HU16 5JQ,England,-0.4449694752693176,53.7767333984375,E38000052,-1.5252833680793567,HU16,East Riding of Yorkshire,19632.143464077082,317404,NHS East Riding of Yorkshire CCG,317404,1.0142938858726045,NA,150,NA,23.85393185
United Lincolnshire Hospital NHST,united_lincolnshir,RWDDA,Lincoln County Hospital,LN2 5QY,England,-0.5196201801300049,53.233577728271484,E38000100,-0.7013869636014075,LN2,West Lindsey,16873.8717120443,241193.00000000003,NHS Lincolnshire West CCG,241193,1.0705510035597299,NA,112,NA,23.68945774
United Lincolnshire Hospital NHST,united_lincolnshir,RWDLA,Pilgrim Hospital,PE21 9QS,England,-0.009952853433787823,52.991127014160156,E38000099,-0.6789454026912778,PE21,Boston,11514.497538885607,237642,NHS Lincolnshire East CCG,237642,1.0445480798393016,NA,49,NA,23.68945774
United Lincolnshire Hospital NHST,united_lincolnshir,RWDLP,Grantham And District Hospital,NG31 8DG,England,-0.6406991481781006,52.92108917236328,E38000165,-0.8460108933008236,NG31,South Kesteven,18096.817511920242,126299.99999999999,NHS South West Lincolnshire CCG,126300,1.0475937691810022,NA,142,NA,23.68945774
University Hospitals of Leicester,university_hospitak,RWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1359461545944214,52.62678527832031,E38000097,3.754855743517658,LE1,Leicester,9319.274472372468,355218,NHS Leicester City CCG,355218,1.0769435997562447,NA,18,NA,21.10790778
Maidstone and Tunbridge Wells NHST,maidstone_and_tunb,RWF03,Maidstone Hospital,ME16 9QQ,England,0.4839882254600525,51.27366256713867,E38000199,-1.1439600191493164,ME16,Maidstone,20938.873874294248,490426,NHS West Kent CCG,490426,1.0685221013734922,NA,164,NA,18.580202
Maidstone and Tunbridge Wells NHST,maidstone_and_tunb,RWFTW,Tunbridge Wells Hospital At Pembury,TN2 4QJ,England,0.30748459696769714,51.14845275878906,E38000199,-1.1439600191493164,TN2,Tunbridge Wells,20938.873874294248,490426,NHS West Kent CCG,490426,1.0685221013734922,NA,164,NA,18.580202
West Hertfordshire Hospitals NHST,west_hertfordshire,RWG02,Watford General Hospital,WD18 0HB,England,-0.40527793765068054,51.648590087890625,E38000079,-0.47189668740813423,WD18,Watford,22728.121945432977,595670,NHS Herts Valleys CCG,595670,1.057727821578237,NA,173,NA,16.69374567
East and North Hertfordshire NHST,east_and_north_her,RWH01,Lister Hospital,SG1 4AB,England,-0.21271154284477234,51.92461013793945,E38000049,-0.541744995533792,SG1,Stevenage,21159.524590163935,569078,NHS East and North Hertfordshire CCG,569078,1.0646663411366983,NA,159,NA,17.27272378
Stockport NHSFT,stockport_nhsft,RWJ09,Stepping Hill Hospital,SK2 7JE,England,-2.132004976272583,53.38378143310547,E38000174,-0.718200525843753,SK2,Stockport,15881.710380924687,291775,NHS Stockport CCG,291775,1.0300061777424765,NA,110,NA,23.0465144
Worcestershire Acute Hospitals NHS Trust,worcestershire_acu,RWP50,Worcestershire Royal Hospital,WR5 1DD,England,-2.1793410778045654,52.1915168762207,E38000166,-1.381885032945201,WR5,Worcester,18026.18422939068,307344,NHS South Worcestershire CCG,307344,1.0585548816399912,NA,130,NA,20.49980553
Devon Partnership NHS Trust,devon_partnership,RWV62,Wonford House,EX2 5AF,England,-3.506284475326538,50.71540069580078,E38000230,-0.9462035169519096,EX2,Exeter,15893.936825769333,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,18.29886947
Warrington and Halton Teaching Hospitals NHS Foundation Trust,warrington_and_hal,RWWWH,Warrington Hospital,WA5 1QG,England,-2.6107027530670166,53.393978118896484,E38000194,-0.018768137689710203,WA5,Warrington,16683.142804518666,209546.99999999997,NHS Warrington CCG,209547,1.0361918230907687,NA,126,NA,25.81459269
Calderdale and Huddersfield NHS Trust,calderdale_and_hud,RWY01,Huddersfield Royal Infirmary,HD3 3EA,England,-1.816323161125183,53.65547561645508,E38000064,0.3338878268342915,HD3,Kirklees,15550.801026694046,245977,NHS Greater Huddersfield CCG,245977,1.0363864650439663,NA,89,NA,26.49275358
NUH Nottingham University Hosptial,nuh_nottingham_uni,RX1CC,Nottingham University Hospitals Nhs Trust - City Campus,NG5 1PB,England,-1.1584131717681885,52.99123764038086,E38000132,3.2785971768079634,NG5,Nottingham,8126.121404813148,331069,NHS Nottingham City CCG,331069,1.0830574456948443,NA,10,NA,21.62513959
NUH Nottingham University Hosptial,nuh_nottingham_uni,RX1RA,Nottingham University Hospitals Nhs Trust - Queen's Medical Centre Campus,NG7 2UH,England,-1.1859418153762817,52.94380187988281,E38000132,3.2785971768079634,NG7,Nottingham,8126.121404813148,331069,NHS Nottingham City CCG,331069,1.0830574456948443,NA,10,NA,21.62513959
"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust",cumbria_northumber,RX4E4,St Nicholas Hospital,NE3 3XT,England,-1.6330841779708862,55.00648880004883,E38000212,1.6444674032131783,NE3,Newcastle,11562.254756871036,502704,NHS Newcastle Gateshead CCG,502704,1.046447581241114,NA,55,NA,NA
"Tees, Esk and Wear Valleys NHS Foundation Trust",tees_esk_and_wear,RX301,Tees,TS19 0EA,England,-1.3298017,54.5759759,E38000075,1.3477134232942412,TS19,Stockton-on-Tees,10645.315312738368,290455,NHS Hartlepool and Stockton-on-Tees CCG,290455,1.0240341562132014,NA,64,NA,26.54376712
East Sussex Healthcare NHS Trust,east_sussex_health,RXC01,Conquest Hospital,TN37 7RD,England,0.5672841668128967,50.88516616821289,E38000076,0.030220124110404877,TN37,Hastings,12744.768688683156,188511,NHS Hastings and Rother CCG,188511,1.0424071841718185,NA,56,NA,18.45188995
East Sussex Healthcare NHS Trust,east_sussex_health,RXC02,Eastbourne District General Hospital,BN21 2UD,England,0.27112165093421936,50.78696823120117,E38000055,-0.6089879132322088,BN21,Eastbourne,17031.182467372568,191604,"NHS Eastbourne, Hailsham and Seaford CCG",191604,1.0617827159125544,NA,106,NA,18.45188995
Mid Yorkshire Hospitals NHST,mid_yorkshire_hosp,RXF05,Pinderfields Hospital,WF1 4DG,England,-1.4885402917861938,53.692420959472656,E38000190,0.34929793384907737,WF1,Wakefield,11787.635263246995,345038,NHS Wakefield CCG,345038,1.0589282371246973,NA,54,NA,25.9155988
Brighton and Sussex University Hospitals NHST,brighton_and_susse,RXH01,Royal Sussex County Hospital,BN2 5BE,England,-0.11816248297691345,50.8194694519043,E38000021,1.438939040664007,BN2,Brighton and Hove,13336.077162596088,290395,NHS Brighton and Hove CCG,290395,1.0622821168457286,NA,100,NA,17.44499941
Brighton and Sussex University Hospitals NHST,brighton_and_susse,RXH09,Princess Royal Hospital,RH16 4EX,England,-0.09026799350976944,50.99109649658203,E38000083,-1.6486751980397767,RH16,Mid Sussex,25353.153130204762,238955.00000000003,NHS Horsham and Mid Sussex CCG,238955,1.07955905938693,NA,189,NA,17.44499941
Sandwell and West Birmingham NHST,sandwell_and_west,RXK01,Sandwell District General Hospital,B71 4HJ,England,-1.988857388496399,52.528079986572266,E38000144,3.563859806594868,B71,Sandwell,6727.832876211373,504641,NHS Sandwell and West Birmingham CCG,504641,1.0755097386889907,NA,5,NA,25.61669633
Sandwell and West Birmingham NHST,sandwell_and_west,RXK02,City Hospital,B18 7QH,England,-1.9324921369552612,52.48863220214844,E38000144,3.563859806594868,B18,Birmingham,6727.832876211373,504641,NHS Sandwell and West Birmingham CCG,504641,1.0755097386889907,NA,5,NA,25.61669633
Blackpool Teaching Hospitals NHSFT,blackpool_teaching,RXL01,Blackpool Victoria Hospital,FY3 8NR,England,-3.0158531665802,53.82060623168945,E38000015,2.0958453729815965,FY3,Blackpool,4666.687937587518,139305,NHS Blackpool CCG,139305,0.9805722732552001,NA,2,NA,26.10509592
Royal Preston Hospital,royal_preston_hosp,RXN02,Royal Preston Hospital,PR2 9HT,England,-2.70682954788208,53.79151153564453,E38000227,0.164363765873978,PR2,Preston,13689.163659961065,202562,NHS Greater Preston CCG,202562,1.0045127248923889,NA,85,NA,24.60487045
University Hospital of North Durham,university_hospitab,RXPCP,University Hospital Of North Durham,DH1 5TW,England,-1.5938187837600708,54.78850173950195,E38000116,-0.7281221053881309,DH1,County Durham,16013.41120354964,251666,NHS North Durham CCG,251666,1.0475433309468707,NA,88,NA,23.94938359
Darlington Memorial Hospital,darlington_memoria,RXPDA,Darlington Memorial Hospital,DL3 6HX,England,-1.5637173652648926,54.53037643432617,E38000042,0.8359019758411391,DL3,Darlington,11843.340080018828,106566,NHS Darlington CCG,106566,1.009491872229169,NA,76,NA,23.94938359
Buckinghamshire Healthcare NHS Trust,buckinghamshire_he,RXQ02,Stoke Mandeville Hospital,HP21 8AL,England,-0.8019975423812866,51.797977447509766,E38000223,-1.4007615718219686,HP21,Aylesbury Vale,24818.613736558033,542512,NHS Buckinghamshire CCG,542512,1.0677730584674008,NA,184,NA,15.92163082
Buckinghamshire Healthcare NHS Trust,buckinghamshire_he,RXQ50,Wycombe Hospital,HP11 2TT,England,-0.7534134984016418,51.626441955566406,E38000223,-1.4007615718219686,HP11,Wycombe,24818.613736558033,542512,NHS Buckinghamshire CCG,542512,1.0677730584674008,NA,184,NA,15.92163082
East Lancashire Hospitals NHST,east_lancashire_ho,RXR20,Royal Blackburn Hospital,BB2 3HH,England,-2.4627013206481934,53.735565185546875,E38000014,1.7069579820742775,BB2,Blackburn with Darwen,8161.086487586487,148941.99999999997,NHS Blackburn with Darwen CCG,148942,1.0098515821518892,NA,12,NA,24.91820742
The Royal Shrewsbury Hospital,the_royal_shrewsbu,RXWAS,Royal Shrewsbury Hospital,SY3 8XQ,England,-2.7937374114990234,52.7093620300293,E38000147,-1.4797351692141338,SY3,Shropshire,17586.457890541977,320274,NHS Shropshire CCG,320274,1.0462060111913605,NA,117,NA,20.40802757
Imperial College Healthcare NHST,imperial_college_h,RYJ01,St Mary's Hospital (Hq),W2 1NY,England,-0.17355506122112274,51.516971588134766,E38000202,3.6833235765625165,W2,Westminster,16902.72077979619,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,18.72961317
Imperial College Healthcare NHST,imperial_college_h,RYJ02,Charing Cross Hospital,W6 8RF,England,-0.21992097795009613,51.48704528808594,E38000070,4.68261974068134,W6,Hammersmith and Fulham,12996.751857563437,185426.00000000003,NHS Hammersmith and Fulham CCG,185426,1.0160718493312073,NA,71,NA,18.72961317
Imperial College Healthcare NHST,imperial_college_h,RYJ03,Hammersmith Hospital,W12 0HS,England,-0.2347068190574646,51.51742172241211,E38000070,4.68261974068134,W12,Hammersmith and Fulham,12996.751857563437,185426.00000000003,NHS Hammersmith and Fulham CCG,185426,1.0160718493312073,NA,71,NA,18.72961317
Western Sussex Hospitals NHSFT,western_sussex_hos,RYR16,St Richard's Hospital,PO19 6SE,England,-0.7680127620697021,50.84355545043945,E38000213,-0.9980489290238806,PO19,Sussex,19002.78161984585,507449,NHS Coastal West Sussex CCG,507449,1.0746256961944898,NA,139,NA,17.60797615
Western Sussex Hospitals NHSFT,western_sussex_hos,RYR18,Worthing Hospital,BN11 2DH,England,-0.36341506242752075,50.81669235229492,E38000213,-0.9980489290238806,BN11,Worthing,19002.78161984585,507449,NHS Coastal West Sussex CCG,507449,1.0746256961944898,NA,139,NA,17.60797615
Birmingham Community Healthcare NHS Foundation Trust,birmingham_communi,RYW23,Moseley Hall Hospital,B13 8JL,England,-1.8928769826889038,52.445926666259766,E38000220,1.6044457153363676,B13,Birmingham,11080.681511230106,1179020,NHS Birmingham and Solihull CCG,1179020,1.0540412723018924,NA,20,NA,NA
Sheffield Health,sheffield_health,TAHFC,Michael Carlisle Centre,S11 9BF,England,-1.497589349746704,53.361412048339844,E38000146,1.4158899028389818,S11,Sheffield,14145.211985453012,582506,NHS Sheffield CCG,582506,1.0539318036251262,NA,68,NA,NA
Sheffield Health,sheffield_health,TAHXP,Grenoside Grange,S35 8QS,England,-1.49550199508667,53.436370849609375,E38000146,1.4158899028389818,S35,Sheffield,14145.211985453012,582506,NHS Sheffield CCG,582506,1.0539318036251262,NA,68,NA,NA
