redcap_data_access_group_e,dag_id_e,place_name,postcode,country,lon,lat,ccg,all_people,white,white_scottish,white_other_british,white_irish,white_gypsy_traveller,white_polish,white_other_white,mixed_or_multiple_ethnic_groups,asian_asian_british,asian_asian_british_pakistani,asian_asian_british_indian,asian_asian_british_bangladeshi,asian_asian_british_chinese,asian_asian_british_other_asian,african,african_african_african_scottish_or_african_british,african_other_african,caribbean_or_black,caribbean_or_black_caribbean_caribbean_scottish_or_caribbean_british,caribbean_or_black_black_black_scottish_or_black_british,caribbean_or_black_other_caribbean_or_black,other_ethnic_groups,other_ethnic_group_arab,other_ethnic_group_any_other_ethnic_group,white_english_welsh_scottish_northern_irish_british,african_caribbean,white_perc,white_scottish_perc,white_other_british_perc,white_irish_perc,white_gypsy_traveller_perc,white_polish_perc,white_other_white_perc,mixed_or_multiple_ethnic_groups_perc,asian_asian_british_perc,asian_asian_british_pakistani_perc,asian_asian_british_indian_perc,asian_asian_british_bangladeshi_perc,asian_asian_british_chinese_perc,asian_asian_british_other_asian_perc,african_perc,african_african_african_scottish_or_african_british_perc,african_other_african_perc,caribbean_or_black_perc,caribbean_or_black_caribbean_caribbean_scottish_or_caribbean_british_perc,caribbean_or_black_black_black_scottish_or_black_british_perc,caribbean_or_black_other_caribbean_or_black_perc,other_ethnic_groups_perc,other_ethnic_group_arab_perc,other_ethnic_group_any_other_ethnic_group_perc,white_english_welsh_scottish_northern_irish_british_perc,african_caribbean_perc,HBName,Country,mixed_multiple_ethnic_groups_white_and_black_caribbean,mixed_multiple_ethnic_groups_white_and_black_african,mixed_multiple_ethnic_groups_white_and_asian,mixed_multiple_ethnic_groups_other_mixed,black_african_caribbean_black_british_african,black_african_caribbean_black_british_caribbean,black_african_caribbean_black_british_other_black,mixed_multiple_ethnic_groups_white_and_black_caribbean_perc,mixed_multiple_ethnic_groups_white_and_black_african_perc,mixed_multiple_ethnic_groups_white_and_asian_perc,mixed_multiple_ethnic_groups_other_mixed_perc,black_african_caribbean_black_british_african_perc,black_african_caribbean_black_british_caribbean_perc,black_african_caribbean_black_british_other_black_perc
Dorset County Hospital NHFT,RBD01,Dorset County Hospital,DT1 2JY,England,-2.446922540664673,50.71294403076172,E38000045,744041,714637,NA,NA,4086,987,NA,25764,9507,14175,460,3775,1315,3481,5144,NA,NA,NA,NA,NA,NA,NA,NA,936,1578,683800,3208,96.0480672436062,NA,NA,0.5491632853565865,0.1326539800898069,NA,3.4627124042895487,1.2777521668832765,1.90513694809829,0.06182454999119672,0.5073645135147122,0.1767375722574428,0.46785056199859953,0.691359750336339,NA,NA,NA,NA,NA,NA,NA,NA,0.12579951911252202,0.21208508670893136,91.90353757387025,0.4311590355907806,NA,NA,2486,1278,3288,2455,2055,794,359,0.33412137234372835,0.17176472801902046,0.4419111312414235,0.32995493527910424,0.2761944570258897,0.10671454933263086,0.04825002923226005
Walsall Healthcare NHST,RBK02,Manor Hospital,WS2 9PS,England,-1.9989091157913208,52.582332611083984,E38000191,269323,212469,NA,NA,1181,287,NA,3763,7224,41022,14289,16502,5194,993,4044,NA,NA,NA,NA,NA,NA,NA,NA,222,2017,207238,6369,78.89003167200723,NA,NA,0.43850692291412174,0.10656349439149274,NA,1.3972070710633702,2.6822811271224514,15.231524971873922,5.305525335749268,6.12721527682374,1.9285393375240882,0.36870226456708116,1.5015427572097444,NA,NA,NA,NA,NA,NA,NA,NA,0.08242890506937767,0.7489148717339402,76.94775418363822,2.3648184521930915,NA,NA,4312,321,1754,837,1999,3197,1173,1.601051525491696,0.11918774111382986,0.6512626103229208,0.310779250194005,0.7422314469985853,1.1870504932738757,0.43553651192063064
Wirral University Teaching Hospital NHFT,RBL14,Arrowe Park Hospital,CH49 5PE,England,-3.0968008041381836,53.36962890625,E38000208,319783,310156,NA,NA,2667,77,NA,3730,3286,5116,226,1344,851,1653,1042,NA,NA,NA,NA,NA,NA,NA,NA,208,322,303682,695,96.98952101894098,NA,NA,0.83400305832392585,0.024078828455546417,NA,1.1664159758336121,1.0275718221418901,1.5998348880334479,0.07067292507731805,0.4202850057695375,0.2661179612424675,0.5169130316495874,0.3258459642945372,NA,NA,NA,NA,NA,NA,NA,NA,0.06504410803576176,0.10069328263228501,94.96502315632789,0.21733488021564623,NA,NA,964,558,949,815,389,189,117,0.3014544237811266,0.17449332828824546,0.296763742913163,0.2548603271593549,0.12164499050918905,0.05910257893634121,0.03658731077011598
Whiston Hospital,RBN01,Whiston Hospital,L35 5DR,England,-2.7849390506744385,53.420475006103516,E38000091,145893,141858,NA,NA,747,6,NA,970,1913,1403,81,467,10,446,399,NA,NA,NA,NA,NA,NA,NA,NA,98,116,140135,505,97.234274434003,NA,NA,0.5120190824782547,0.004112603072114494,NA,0.6648708299918433,1.3112349461591715,0.9616636850294393,0.05552014147354568,0.3200976057795782,0.006854338453524158,0.3057034950271775,0.27348810429561393,NA,NA,NA,NA,NA,NA,NA,NA,0.06717251684453675,0.07951032606088024,96.0532719184608,0.34614409190296996,NA,NA,683,517,375,338,297,127,81,0.4681513163757,0.35436929804719897,0.2570376920071559,0.23167663972911653,0.2035738520696675,0.0870500983597568,0.05552014147354568
Royal Liverpool & Broadgreen University Hospitals NHSFT,RBQHQ,Liverpool Heart And Chest Hospital,L14 3PE,England,-2.897974729537964,53.411155700683594,E38000101,466415,414671,NA,NA,6729,185,NA,12272,11756,19403,1999,4915,1075,7978,3436,NA,NA,NA,NA,NA,NA,NA,NA,5629,2648,395485,12308,88.90601717354716,NA,NA,1.4427066024891995,0.03966424750490443,NA,2.631133218271282,2.520502127933278,4.160029158581949,0.42858827439083214,1.0537825756032717,0.23048143820417438,1.7104938734817707,0.7366829969019006,NA,NA,NA,NA,NA,NA,NA,NA,1.2068651308384166,0.5677347426647942,84.79251310528177,2.6388516664343986,NA,NA,3473,3164,2283,2836,8490,1467,2351,0.7446158464028816,0.678365833002798,0.48947825434430714,0.6080421941832918,1.8202673584683169,0.3145267626469989,0.5040575453190828
Mid Cheshire Hospital Trust,RBT20,Leighton Hospital,CW1 4QJ,England,-2.475848436355591,53.11769104003906,E38000151,175623,170559,NA,NA,880,225,NA,5404,1879,2118,226,597,325,448,522,NA,NA,NA,NA,NA,NA,NA,NA,115,195,164050,757,97.116550793461,NA,NA,0.5010733218314231,0.12811533796826155,NA,3.077045717246602,1.0699054224105042,1.205992381407902,0.12868473947034273,0.339932696742454,0.1850554881763778,0.2550918729323608,0.2972275840863668,NA,NA,NA,NA,NA,NA,NA,NA,0.0654811727393337,0.11103329290582668,93.4103164164147,0.43103693707544,NA,NA,791,194,522,372,347,286,124,0.4503965881461995,0.11046389140374553,0.2972275840863668,0.21181735877419247,0.19758232122216338,0.16284882959521246,0.07060578625806416
The Christie NHSFT,RBV01,The Christie Main Site,M20 4BX,England,-2.2301101684570312,53.429771423339844,E38000217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Devon Healthcare Trust,RBZ12,North Devon District Hospital,EX31 4JB,England,-4.050417900085449,51.0921745300293,E38000129,862115,836347,NA,NA,3624,586,NA,20153,8690,11645,457,2554,850,4078,3706,NA,NA,NA,NA,NA,NA,NA,NA,1245,1259,811984,2929,97.01107160877609,NA,NA,0.42036155269308617,0.06797237027542728,NA,2.3376231709226727,1.007986173538333,1.3507478700637388,0.05300916931035883,0.29624818034716943,0.09859473504114881,0.47302274058565275,0.4298730447794088,NA,NA,NA,NA,NA,NA,NA,NA,0.1444122883838003,0.14603620166683098,94.1851145148849,0.3397458575712057,NA,NA,2361,1182,3057,2090,1867,703,359,0.2738613758025321,0.13710467861016223,0.3545930647303434,0.2424270543952953,0.21656043567273506,0.0815436455693266,0.04164177632914402
Luton and Dunstable,RC971,Luton And Dunstable Hospital,LU4 0DZ,England,-0.47441545128822327,51.89414596557617,E38000102,203201,111079,NA,NA,6126,198,NA,14225,8281,60952,29353,10625,13606,1497,5871,NA,NA,NA,NA,NA,NA,NA,NA,1646,1334,90530,19909,54.664593186057154,NA,NA,3.01474894316465,0.09744046535204058,NA,7.000457674913017,4.075275220102263,29.995915374432215,14.445302926658826,5.228812850330461,6.695833189797294,0.736708972888913,2.889257434756719,NA,NA,NA,NA,NA,NA,NA,NA,0.8100353836841354,0.6564928322203138,44.55194610262745,9.79768800350392,NA,NA,3831,915,1805,1730,9169,8177,2563,1.88532536749327,0.45029305958139965,0.8882830301031983,0.851373762924395,4.512280943499293,4.024094369614323,1.2613126903903034
York Teaching Hospital,RCB55,The York Hospital,YO31 8HE,England,-1.084269642829895,53.96895217895508,E38000188,343109,329442,NA,NA,1658,464,NA,9731,3442,7608,473,1787,395,2732,2221,NA,NA,NA,NA,NA,NA,NA,NA,535,538,317589,1544,96.01671771944193,NA,NA,0.48322836183253715,0.1352339926961986,NA,2.836124963204113,1.0031797475437836,2.217371156104911,0.1378570658303921,0.5208257434226441,0.11512376533404836,0.7962484225129624,0.6473161590048644,NA,NA,NA,NA,NA,NA,NA,NA,0.1559271251992807,0.15680148291067852,92.56213040170907,0.4500027687994194,NA,NA,822,418,1288,914,1140,289,115,0.23957401292300698,0.12182717445476511,0.3753909107601375,0.2663876494058739,0.33225593033117756,0.08422979286465818,0.0335170456035837
Harrogate District Hospital,RCD01,Harrogate District Hospital,HG2 7SX,England,-1.5175583362579346,53.99380874633789,E38000073,157869,152075,NA,NA,771,107,NA,6480,1776,2409,118,587,68,869,767,NA,NA,NA,NA,NA,NA,NA,NA,129,333,144717,1147,96.32986843522161,NA,NA,0.4883796058757577,0.06777771443411942,NA,4.104669061056952,1.1249833722896831,1.5259487296429317,0.07474551685258031,0.3718272745124122,0.04307368767775814,0.5504563910584093,0.485845859541772,NA,NA,NA,NA,NA,NA,NA,NA,0.08171331927104118,0.21093438230431558,91.66904205385478,0.7265517612704204,NA,NA,411,265,626,474,624,148,375,0.2603424358170382,0.16786069462655745,0.39653130126877345,0.3002489405773141,0.39526442810178064,0.0937486143574736,0.23753871881116623
Airedale General Hospital,RCF22,Airedale General Hospital,BD20 6TD,England,-1.9626796245574951,53.89801788330078,E38000001,158315,140779,NA,NA,892,95,NA,2928,1668,14799,10904,680,2065,358,792,NA,NA,NA,NA,NA,NA,NA,NA,123,383,136864,563,88.92334901936013,NA,NA,0.5634336607396646,0.06000694817294634,NA,1.8494773078988094,1.0535956794997314,9.347819221172978,6.887534346082178,0.42952341850108955,1.3043615576540442,0.22613144679910305,0.5002684521365631,NA,NA,NA,NA,NA,NA,NA,NA,0.07769320658181474,0.2419227489498784,86.45043110254872,0.355620124435461,NA,NA,448,142,755,323,329,168,66,0.2829801345418943,0.08969459621640401,0.47689732495341564,0.20402362378801756,0.20781353630420366,0.10611755045321038,0.04168903767804693
Sheffield Children's NHS Foundation Trust,RCUEF,Sheffield Children's Hospital,S10 2TH,England,-1.4906138181686401,53.3806037902832,E38000146,552698,462544,NA,NA,2891,358,NA,12458,13289,44385,21990,5868,3326,7398,5803,NA,NA,NA,NA,NA,NA,NA,NA,8432,3966,446837,20082,83.68837954904849,NA,NA,0.5230704652450344,0.06477316726313466,NA,2.254033848503161,2.404387206032951,8.030606226185006,3.978664659542824,1.0617009650840061,0.6017752913887874,1.3385248363482407,1.0499404738211464,NA,NA,NA,NA,NA,NA,NA,NA,1.5256071127451158,0.7175708976692515,80.84650206803715,3.633449008319191,NA,NA,5450,1296,3490,3053,11543,5506,3033,0.9860719597320778,0.23448610271794,0.6314479154981563,0.5523812280847769,2.08848231764906,0.9962040752816185,0.5487626153885123
The Queen Elizabeth Hospital Kings Lynn NHS Foundation Trust,RCX70,The Queen Elizabeth Hospital,PE30 4ET,England,0.44669315218925476,52.75660705566406,E38000203,169998,165528,NA,NA,721,315,NA,7387,1557,2006,137,720,59,409,681,NA,NA,NA,NA,NA,NA,NA,NA,75,193,157105,639,97.37055730067412,NA,NA,0.4241226367369028,0.18529629760350122,NA,4.3453452393557574,0.9158931281544489,1.1800138825162647,0.08058918340215768,0.4235343945222885,0.03470629066224309,0.24059106577724443,0.40059294815233115,NA,NA,NA,NA,NA,NA,NA,NA,0.04411816609607171,0.1135307474205579,92.41579312697796,0.375886775138531,NA,NA,410,275,408,464,339,146,154,0.24117930799185872,0.16176660901892964,0.24000282356263017,0.2729443875810304,0.19941411075424414,0.08588336333368628,0.09058930105060059
Royal United Hospitals Bath NHSFT,RD130,Royal United Hospitals,BA1 3NG,England,-2.3907418,51.3918072,E38000009,176016,166473,NA,NA,1146,58,NA,6629,2898,4577,170,1116,219,1912,1160,NA,NA,NA,NA,NA,NA,NA,NA,375,367,158640,1326,94.57833378783747,NA,NA,0.6510771748022907,0.032951549859103715,NA,3.7661348968275608,1.646441232615217,2.600331788019271,0.09658212889737297,0.6340332697027543,0.12442050722661577,1.0862648850104537,0.6590309971820744,NA,NA,NA,NA,NA,NA,NA,NA,0.21304881374420506,0.2085037723843287,90.12817016634851,0.7533406053995092,NA,NA,951,292,954,701,499,672,155,0.540291791655304,0.16589400963548767,0.5419961821652577,0.3982592491591674,0.28349695482228887,0.3817834742296155,0.08806017634760477
Milton Keynes University Hospital,RD816,Milton Keynes Hospital,MK6 5LD,England,-0.7357665300369263,52.02637481689453,E38000107,254320,204414,NA,NA,2545,76,NA,12723,8308,22855,3865,8126,1990,2745,6129,NA,NA,NA,NA,NA,NA,NA,NA,567,1018,189070,17158,80.37669078326518,NA,NA,1.0007077697389117,0.029883611198490093,NA,5.002752437873545,3.2667505504875747,8.986709657124882,1.5197389116074238,3.195187165775401,0.7824787669078327,1.0793488518402012,2.4099559609940235,NA,NA,NA,NA,NA,NA,NA,NA,0.22294746775715635,0.4002831078955647,74.34334696445423,6.746618433469645,NA,NA,2264,1611,2255,2178,13077,2529,1552,0.8902170493865996,0.6334539163258887,0.8866782006920416,0.8564013840830449,5.141947153192828,0.9944164831708084,0.6102547971060082
Basildon and Thurrock University Hospitals NHS,RDDH0,Basildon University Hospital,SS16 5NL,England,0.4505711793899536,51.557674407958984,E38000007,248098,230545,NA,NA,2234,994,NA,5414,4083,7116,549,3028,494,961,2084,NA,NA,NA,NA,NA,NA,NA,NA,217,556,221903,5581,92.92497319607574,NA,NA,0.9004506283807205,0.4006481309804996,NA,2.1822021942941903,1.6457206426492756,2.8682214286290093,0.2212835250586462,1.2204854533289264,0.1991148658997654,0.3873469354851712,0.8399906488565003,NA,NA,NA,NA,NA,NA,NA,NA,0.08746543704503865,0.22410499076977647,89.44167224242034,2.2495143048311554,NA,NA,1474,599,1112,898,3881,1161,539,0.5941200654580046,0.2414368515667196,0.44820998153955294,0.36195374408499864,1.564301203556659,0.46796024151746485,0.21725285975703149
Basildon and Thurrock University Hospitals NHS,RDDH0,Basildon University Hospital,SS16 5NL,England,0.4505711793899536,51.557674407958984,E38000007,248098,230545,NA,NA,2234,994,NA,5414,4083,7116,549,3028,494,961,2084,NA,NA,NA,NA,NA,NA,NA,NA,217,556,221903,5581,92.92497319607574,NA,NA,0.9004506283807205,0.4006481309804996,NA,2.1822021942941903,1.6457206426492756,2.8682214286290093,0.2212835250586462,1.2204854533289264,0.1991148658997654,0.3873469354851712,0.8399906488565003,NA,NA,NA,NA,NA,NA,NA,NA,0.08746543704503865,0.22410499076977647,89.44167224242034,2.2495143048311554,NA,NA,1474,599,1112,898,3881,1161,539,0.5941200654580046,0.2414368515667196,0.44820998153955294,0.36195374408499864,1.564301203556659,0.46796024151746485,0.21725285975703149
Ipswich Hospital,RDE03,Ipswich Hospital,IP4 5PD,England,1.1979291439056396,52.056846618652344,E38000086,393548,371442,NA,NA,1720,305,NA,12093,7670,8702,380,2839,1895,1370,2218,NA,NA,NA,NA,NA,NA,NA,NA,218,1290,357324,4226,94.38289611432404,NA,NA,0.4370496102127313,0.07750007622958317,NA,3.0728144978503256,1.9489363432160753,2.211166109343714,0.09655747202374297,0.7213859554615956,0.4815168670657709,0.3481150965066523,0.5635907182859524,NA,NA,NA,NA,NA,NA,NA,NA,0.05539349710835781,0.3277872076595485,90.7955319300314,1.0738207283482575,NA,NA,3537,1036,1483,1614,1567,1946,713,0.898746785652576,0.263246160569994,0.3768282395031864,0.41011515749031885,0.39817252279264537,0.4944758962057995,0.18117230934981246
East Suffolk and North Essex NHFT,RDEE4,Colchester General Hospital,CO4 5JL,England,0.8991968035697937,51.91016387939453,E38000117,311122,293973,NA,NA,2153,141,NA,8560,4619,7630,400,1749,496,2057,2928,NA,NA,NA,NA,NA,NA,NA,NA,1025,866,283119,3009,94.48801434806924,NA,NA,0.6920114938834283,0.045319842376945384,NA,2.7513322747989535,1.484626609497239,2.4524141655042073,0.12856692872892306,0.5621588958672161,0.15942299162386458,0.6611554309884868,0.9411099182957168,NA,NA,NA,NA,NA,NA,NA,NA,0.32945275486786535,0.2783474006981184,90.99935073700992,0.9671447213633237,NA,NA,1484,645,1300,1190,2042,662,305,0.4769833055843046,0.20731417257538842,0.41784251836899994,0.3824866129685461,0.6563341711611522,0.21277826704636768,0.09803228315580384
Ipswich Hospital,RDE03,Ipswich Hospital,IP4 5PD,England,1.1979291439056396,52.056846618652344,E38000086,393548,371442,NA,NA,1720,305,NA,12093,7670,8702,380,2839,1895,1370,2218,NA,NA,NA,NA,NA,NA,NA,NA,218,1290,357324,4226,94.38289611432404,NA,NA,0.4370496102127313,0.07750007622958317,NA,3.0728144978503256,1.9489363432160753,2.211166109343714,0.09655747202374297,0.7213859554615956,0.4815168670657709,0.3481150965066523,0.5635907182859524,NA,NA,NA,NA,NA,NA,NA,NA,0.05539349710835781,0.3277872076595485,90.7955319300314,1.0738207283482575,NA,NA,3537,1036,1483,1614,1567,1946,713,0.898746785652576,0.263246160569994,0.3768282395031864,0.41011515749031885,0.39817252279264537,0.4944758962057995,0.18117230934981246
Frimley Health NHSFT,RDU01,Frimley Park Hospital,GU16 7UJ,England,-0.7420144081115723,51.31966781616211,E38000178,93167,84483,NA,NA,839,316,NA,3674,1623,5555,697,1713,307,592,2246,NA,NA,NA,NA,NA,NA,NA,NA,183,405,79654,918,90.67910311591014,NA,NA,0.9005334506853285,0.3391758884583597,NA,3.9434563740380177,1.7420331233161956,5.962411583500596,0.748118969162901,1.8386338510416778,0.3295158156858115,0.6354181201498385,2.4107248274603665,NA,NA,NA,NA,NA,NA,NA,NA,0.19642147970848045,0.43470327476466986,85.49593740272844,0.9853274227999185,NA,NA,345,195,693,390,597,237,84,0.3703027896143484,0.20930157673854474,0.743825603486213,0.4186031534770895,0.6407848272456985,0.2543819163437698,0.09016067921045005
Frimley Health NHSFT,RDU50,Wexham Park Hospital,SL2 4HL,England,-0.5739779472351074,51.53200912475586,E38000224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,RDZ20,Royal Bournemouth Hospital,BH7 7DW,England,-1.8205056190490723,50.74748611450195,E38000045,744041,714637,NA,NA,4086,987,NA,25764,9507,14175,460,3775,1315,3481,5144,NA,NA,NA,NA,NA,NA,NA,NA,936,1578,683800,3208,96.0480672436062,NA,NA,0.5491632853565865,0.1326539800898069,NA,3.4627124042895487,1.2777521668832765,1.90513694809829,0.06182454999119672,0.5073645135147122,0.1767375722574428,0.46785056199859953,0.691359750336339,NA,NA,NA,NA,NA,NA,NA,NA,0.12579951911252202,0.21208508670893136,91.90353757387025,0.4311590355907806,NA,NA,2486,1278,3288,2455,2055,794,359,0.33412137234372835,0.17176472801902046,0.4419111312414235,0.32995493527910424,0.2761944570258897,0.10671454933263086,0.04825002923226005
Royal Cornwall,REF12,Royal Cornwall Hospital (Treliske),TR1 3LQ,England,-5.094248294830322,50.26654052734375,E38000089,534476,525025,NA,NA,2056,635,NA,10619,4418,3436,107,837,280,1004,1208,NA,NA,NA,NA,NA,NA,NA,NA,189,644,511715,764,98.23172602698718,NA,NA,0.384675832029876,0.11880795395864362,NA,1.9868057686406875,0.8266040009280117,0.6428726453573219,0.02001960798988168,0.15660198025729874,0.0523877592258586,0.18784753665272153,0.22601576123156136,NA,NA,NA,NA,NA,NA,NA,NA,0.03536173747745455,0.12049184621947477,95.74143647235798,0.142943743030557,NA,NA,1251,493,1562,1112,293,369,102,0.23406102425553252,0.09223987606552961,0.292248856824254,0.20805424378269555,0.05482004804705918,0.06903958269407794,0.01908411228941992
Aintree University Hospital,REM21,Aintree University Hospital,L9 7AL,England,-2.931089401245117,53.46632766723633,E38000101,466415,414671,NA,NA,6729,185,NA,12272,11756,19403,1999,4915,1075,7978,3436,NA,NA,NA,NA,NA,NA,NA,NA,5629,2648,395485,12308,88.90601717354716,NA,NA,1.4427066024891995,0.03966424750490443,NA,2.631133218271282,2.520502127933278,4.160029158581949,0.42858827439083214,1.0537825756032717,0.23048143820417438,1.7104938734817707,0.7366829969019006,NA,NA,NA,NA,NA,NA,NA,NA,1.2068651308384166,0.5677347426647942,84.79251310528177,2.6388516664343986,NA,NA,3473,3164,2283,2836,8490,1467,2351,0.7446158464028816,0.678365833002798,0.48947825434430714,0.6080421941832918,1.8202673584683169,0.3145267626469989,0.5040575453190828
Royal Liverpool & Broadgreen University Hospitals NHSFT,REMRQ,Royal Liverpool University Hospital,L7 8XP,England,-2.964794158935547,53.40951156616211,E38000101,466415,414671,NA,NA,6729,185,NA,12272,11756,19403,1999,4915,1075,7978,3436,NA,NA,NA,NA,NA,NA,NA,NA,5629,2648,395485,12308,88.90601717354716,NA,NA,1.4427066024891995,0.03966424750490443,NA,2.631133218271282,2.520502127933278,4.160029158581949,0.42858827439083214,1.0537825756032717,0.23048143820417438,1.7104938734817707,0.7366829969019006,NA,NA,NA,NA,NA,NA,NA,NA,1.2068651308384166,0.5677347426647942,84.79251310528177,2.6388516664343986,NA,NA,3473,3164,2283,2836,8490,1467,2351,0.7446158464028816,0.678365833002798,0.48947825434430714,0.6080421941832918,1.8202673584683169,0.3145267626469989,0.5040575453190828
Barking Havering and Redbridge University NHST,RF4QH,Queen's Hospital,RM7 0AG,England,0.18040530383586884,51.569427490234375,E38000077,237232,207949,NA,NA,2989,160,NA,7185,4933,11545,1492,5017,975,1459,2602,NA,NA,NA,NA,NA,NA,NA,NA,311,1013,197615,11481,87.65638699669522,NA,NA,1.259948067714305,0.06744452687664396,NA,3.028680785054293,2.0793990692655293,4.866544142442841,0.6289202131247049,2.114807445875767,0.41099008565454914,0.6150097794563971,1.0968166183314225,NA,NA,NA,NA,NA,NA,NA,NA,0.1310952991164767,0.4270081607877521,83.30031361704998,4.8395663316921835,NA,NA,1970,712,1154,1097,7581,2885,1015,0.8304107371686787,0.3001281446010656,0.48644365009779456,0.4624165373979901,3.1956059890739867,1.2161091252444864,0.4278512173737101
Barnsley Hospital,RFFAA,Barnsley Hospital,S75 2EP,England,-1.4994779825210571,53.55913543701172,E38000006,231221,226285,NA,NA,567,163,NA,3391,1630,1661,211,442,60,440,508,NA,NA,NA,NA,NA,NA,NA,NA,168,256,222164,1221,97.86524580379809,NA,NA,0.24521994109531572,0.0704953269815458,NA,1.4665622932173117,0.7049532698154579,0.7183603565420096,0.09125468707427094,0.19115910752051068,0.02594920011590643,0.19029413418331378,0.21970322764800773,NA,NA,NA,NA,NA,NA,NA,NA,0.072657760324538,0.11071658716120077,96.08296824250392,0.5280662223586958,NA,NA,644,178,434,374,995,149,77,0.27852141457739565,0.0769826270105224,0.18769921417172317,0.16175001405581674,0.4303242352554483,0.06444051362116762,0.033301473482079916
The Rotherham NHSFT,RFRPA,Rotherham Hospital,S60 2UD,England,-1.3428654670715332,53.41397476196289,E38000141,257280,240758,NA,NA,776,126,NA,3418,2551,10551,7609,961,109,592,1280,NA,NA,NA,NA,NA,NA,NA,NA,581,727,236438,2112,93.5782027363184,NA,NA,0.3016169154228856,0.04897388059701492,NA,1.3285136815920398,0.9915267412935324,4.10097947761194,2.957478233830846,0.37352300995024873,0.04236629353233831,0.2300995024875622,0.4975124378109453,NA,NA,NA,NA,NA,NA,NA,NA,0.2258240049751244,0.28257151741293535,91.89909825870647,0.8208955223880596,NA,NA,787,301,865,598,1672,283,157,0.30589241293532343,0.1169931592039801,0.33620957711442784,0.232431592039801,0.6498756218905473,0.10999689054726368,0.06102300995024875
Chesterfield Royal Hospital NHSFT,RFSDA,Chesterfield Royal Hospital,S44 5BL,England,-1.4000365734100342,53.2362174987793,E38000115,271865,265180,NA,NA,1111,70,NA,3283,2457,2796,438,854,180,701,623,NA,NA,NA,NA,NA,NA,NA,NA,109,199,260716,1124,97.54105898147978,NA,NA,0.4086587092858588,0.025748073492358338,NA,1.207584646791606,0.9037573795817776,1.028451621209056,0.16110937413789933,0.3141264966067718,0.06620933183749288,0.2578485645449028,0.22915785408198922,NA,NA,NA,NA,NA,NA,NA,NA,0.040093428723815126,0.07319809464256156,95.89906755190995,0.413440494363011,NA,NA,1012,270,754,421,665,351,108,0.3722435767752377,0.09931399775623931,0.2773435344748313,0.15485627057546944,0.2446066981774042,0.12910819708311108,0.03972559910249573
Royal Papworth Hospital NHSFT,RGM21,Royal Papworth Hospital,CB2 0AY,England,0.13618962466716766,52.172386169433594,E38000026,838850,759244,NA,NA,6462,2078,NA,64610,16441,47712,14473,12200,2821,7772,10446,NA,NA,NA,NA,NA,NA,NA,NA,1816,3229,686094,10408,90.51010311736306,NA,NA,0.7703403469034988,0.247720092984443,NA,7.702211360791559,1.9599451630208022,5.6877868510460745,1.7253382607140728,1.454372056982774,0.3362937354711808,0.9265065267926328,1.2452762710854146,NA,NA,NA,NA,NA,NA,NA,NA,0.2164868570066162,0.3849317518030637,81.78983131668356,1.2407462597603862,NA,NA,4194,2261,5416,4570,6023,2910,1475,0.4999701972939143,0.2695356738391846,0.6456458246408774,0.5447934672468261,0.7180067950169875,0.34690349883769445,0.17583596590570424
North West Anglia NHSFT,RGN80,Peterborough City Hospital,PE3 9GZ,England,-0.2785687,52.5837926,E38000026,838850,759244,NA,NA,6462,2078,NA,64610,16441,47712,14473,12200,2821,7772,10446,NA,NA,NA,NA,NA,NA,NA,NA,1816,3229,686094,10408,90.51010311736306,NA,NA,0.7703403469034988,0.247720092984443,NA,7.702211360791559,1.9599451630208022,5.6877868510460745,1.7253382607140728,1.454372056982774,0.3362937354711808,0.9265065267926328,1.2452762710854146,NA,NA,NA,NA,NA,NA,NA,NA,0.2164868570066162,0.3849317518030637,81.78983131668356,1.2407462597603862,NA,NA,4194,2261,5416,4570,6023,2910,1475,0.4999701972939143,0.2695356738391846,0.6456458246408774,0.5447934672468261,0.7180067950169875,0.34690349883769445,0.17583596590570424
